SIC5L4;SIC7L4;Level 5 text description
1140;0162;Animal output growth promoting activities
1140;0162;Animal output propagation promoting activities
1140;0162;Animal skinning
1140;0162;Animal spaying services
1140;0162;Artificial animal breeding services
1140;0162;Artificial insemination services
1140;0162;Branding services for livestock
1140;0162;Cattery boarding operation
1140;0162;Cattle dipping operation
1140;0162;Cattle drafting service
1140;0162;Cattle drenching service
1140;0162;Cattle droving service
1140;0162;Cattle mustering service by helicopter
1140;0162;Cleaning and selling of litter after removal from chickenhouses (farm)
1140;0162;Contract milking services
1140;0162;Coop cleaning activities
1140;0162;Deer eradication services
1140;0162;Dog boarding kennel operation
1140;0162;Droving activities
1140;0162;Farm butcher services
1140;0162;Farm home kill butcher service
1140;0162;Goat shearing services
1140;0162;Grazing agency services
1140;0162;Herd testing services
1140;0162;Horse breaking services
1140;0162;Livestock agistment services
1140;0162;Livestock breeding services
1140;0162;Livestock dipping services
1140;0162;Livestock drafting or droving services
1140;0162;Livestock drenching services
1140;0162;Livestock grazing services
1140;0162;Livestock improvement services
1140;0162;Livestock mustering services
1140;0162;Lucerne harvesting services
1140;0162;Manure gathering
1140;0162;Mulesing service
1140;0162;Noxious (dangerous) animal eradication services
1140;0162;Pedigree record services
1140;0162;Poultry caponising activities
1140;0162;Sharemilking services
1140;0162;Sheep crutching services
1140;0162;Sheep dipping services
1140;0162;Sheep drenching services
1140;0162;Sheep scanning services
1140;0162;Sheep sheering and dagging services
1140;0162;Shepherding services
1140;0162;Stud services on a fee or contract basis (agriculture)
1140;0162;Supply of bedding materials and services to chicken farmers
1140;0162;Support activities for animal production
1140;0162;Wool classing and grading services
1152;0162;Warrening service (rabbit)
1113;0163;Sun-drying of fruit and vegetables
1113;0163;Waxing of fruit
1111;0163;Jute scutching on the farm
1113;0163;Apple, sun drying (for own use)
1113;0163;Grape sun drying operation (farm)
1140;0163;Agricultural products grading services
1140;0163;Cotton ginning
1140;0163;Crop cleaning and decorticating
1140;0163;Crop cooling and drying
1140;0163;Crop grading
1140;0163;Crop reaping services
1140;0163;Crop retting
1140;0163;Crop trimming
1140;0163;Egg grading and cleaning
1140;0163;Fruit grading and packing services
1140;0163;Fruit preserving and enhancing services by dipping, washing, waxing, etc. before packing and selling on behalf of farmer
1140;0163;Grain cleaning services
1140;0163;Grain dressing services
1140;0163;Grain drying services
1140;0163;Grain grading services
1140;0163;Grain threshing services
1140;0163;Hay baling and binding services
1140;0163;Hay cutting and making services
1140;0163;Hay trussing service for farmers
1140;0163;Post-harvest crop activities
1140;0163;Preparation of cocoa beans
1140;0163;Preparation of crops for primary markets, i.e. cleaning, trimming, grading, disinfecting
1140;0163;Preparation of tobacco leaves
1140;0163;Seed cleaning services
1140;0163;Seed dressing services
1140;0163;Seed drying services
1140;0163;Seed grading services
1140;0163;Seed-packing service
1140;0163;Shelling maize services (farm)
1140;0163;Silage making services
1140;0163;Silo filling services
1140;0163;Tobacco  leaf packing as part of services to farmers
1140;0163;Vegetable grading and packing services
1140;0163;Vegetable picking and sorting services
1140;0164;Drying, cleaning, grading and treating of seeds until they are marketed
1140;0164;Seed processing for propagation
1140;0164;Seed processing for propagation (for processing of seeds to obtain oil, see 1040)
1140;0164;Treatment of genetically modified seeds
1152;0170;Aerial wild deer trapping
1152;0170;Animals, dead or alive, taking , for food, fur, skin, or for use in research, in zoos or pets
1152;0170;Bird hunting/trapping (for commercial)
1152;0170;Birds skins production from hunting and trapping activities
1152;0170;Buffalo hunting
1152;0170;Commercial hunting and trapping promoting services
1152;0170;Crocodile hunting or trapping
1152;0170;Culling of wild animals
1152;0170;Deer hunting/trapping for meat or skins
1152;0170;Dingo hunting or trapping
1152;0170;Elephant hunting for their teeth (ivory) for exporting
1152;0170;Fur skin animal hunting or trapping
1152;0170;Furs production from hunting
1152;0170;Game hunting/trapping for meat or skins
1152;0170;Goat hunting/trapping for meat or skins
1152;0170;Hunting on a commercial basis (for recreation and related service activities, see 9319)
1152;0170;Hunting, trapping and related service activities
1152;0170;Hunting/trapping on a commercial basis
1152;0170;Kangaroo hunting
1152;0170;Land mollusc gathering
1152;0170;Land-based catching of sea mammals such as walrus and seal
1152;0170;Mutton bird catching
1152;0170;Opossum hunting/trapping for meat or skins
1152;0170;Penguin eggs gathering
1152;0170;Pig hunting/trapping for meat or skins
1152;0170;Possum hunting/trapping for meat or skins
1152;0170;Production of bird skins from hunting or trapping activities (for ranching activities, see 014)
1152;0170;Production of fur skins from hunting or trapping activities (for skins from ranching activities, see 014 and from slaughterhouses, see 1010)
1152;0170;Production of reptile skins from hunting or trapping activities (for skins from ranching activities, see 014 and from slaughterhouses, see 1010))
1152;0170;Rabbit hunting/trapping for meat or skins
1152;0170;Reptile skins production from hunting and trapping activities
1152;0170;Sea mammals catching
1152;0170;Seal hunting and trapping
1152;0170;Seals catching
1152;0170;Snake catching
1152;0170;Taking of animals (dead or alive) for food
1152;0170;Taking of animals (dead or alive) for fur and skin
1152;0170;Taking of animals (dead or alive) for use in research
1152;0170;Taking of animals (dead or alive) for use in zoos or as pets
1152;0170;Trapping animals for fur
1152;0170;Trapping on a commercial basis
1152;0170;Walruses catching
1152;0170;Wild animal hunting and trapping
1210;0210;Silviculture and other forestry activities
1111;0210;Osier growing
1111;0210;Palm plantation
1210;0210;Afforestation services
1210;0210;Aloe vera growing (wild)
1210;0210;Conservation of forests
1210;0210;Forest conservation services
1210;0210;Forest growing operation
1210;0210;Forest management and maintenance services
1210;0210;Forest nursery operation (trees, etc.)
1210;0210;Forest ownership
1210;0210;Forest planting, replanting services (trees, etc.)
1210;0210;Growing of  pulpwood in natural forests
1210;0210;Growing of  pulpwood in planted forests
1210;0210;Growing of coppice in natural forests
1210;0210;Growing of coppice in planted forests
1210;0210;Growing of fire wood in natural forests
1210;0210;Growing of fire wood in planted forests
1210;0210;Growing of standing timber: planting, replanting, transplanting and thinning  in natural or planted forests
1210;0210;Operation of forest tree nurseries in natural forests (for growing of christmas trees, see 0129)
1210;0210;Operation of forest tree nurseries in planted forests (for operation of tree nurseries, see 0130)
1210;0210;Planting of forests
1210;0210;Replanting of forests
1210;0210;Timber plantation operation
1210;0210;Wattle plantation
1210;0220;Gathering of fire wood
1210;0220;Production of charcoal in the forest (using traditional methods)
1220;0220;Logging
1220;0220;Production of fire wood
1220;0220;Production of roundwood for forest-based manufacturing industries
1220;0220;Production of roundwood used in an unprocessed form such as pit-props, fence posts  and utility poles
1210;0220;Charcoal burning when carried on in the forest (wood)
1210;0220;Wood charcoal briquettes, blocks, manufacturing, in the forest
1210;0220;Wood cutting in forest for chemical distillation
1220;0220;Christmas tree cutting
1220;0220;Forest firewood cutting
1220;0220;Forest logging
1220;0220;Forest material rough shaping and hewing
1220;0220;Forest stump cutting
1220;0220;Forest tree cutting and felling
1220;0220;Loggers - engaged in cutting timber and in producing riven forest  materials
1220;0220;Loggers - engaged in cutting timber and in producing round hewn wood raw materials
1220;0220;Logging camps
1220;0220;Logging contractors
1220;0220;Logging services activities
1220;0220;Picket rough shaping and hewing from forest timber
1220;0220;Pole hewing forest timber
1220;0220;Posts shaping forest timber
1220;0220;Pulpwood cutting, forest or bush
1220;0220;Railway sleeper hewing and rough shaping from forest timber
1220;0220;Sawlog cutting from forest
1220;0220;Shingle bolt hewing and rough shaping from forest timber
1220;0220;Shuttle block hewing and rough shaping from forest timber
1220;0220;Stump cutting
1220;0220;Timber hewing (forest)
1220;0220;Tree cutting or felling (forest)
1220;0220;Wooden pole rough shaping from forest timber (in forest)
1220;0220;Wooden post hewing from forest timber (in forest)
1220;0220;Wooden prop hewing and rough shaping from forest timber (in forest)
1220;0220;Wooden railroad tie rough hewing (in forest)
1220;0220;Wooden telegraph pole hewing
1112;0230;Gathering of non-wood forest products
1112;0230;Gathering of wild growing materials: mushrooms and truffles (for growing of mushrooms or truffles, see 0113)
1113;0230;Gathering of wild growing materials: berries (for growing of berries, see 0125)
1113;0230;Gathering of wild growing materials: nuts (for growing of nuts, see 0125)
1210;0230;Bamboo cutting, independent
1210;0230;Gathering of wild growing materials: acorns, horse chestnuts
1210;0230;Gathering of wild growing materials: balata and other rubber-like gums
1210;0230;Gathering of wild growing materials: balsams
1210;0230;Gathering of wild growing materials: cork
1210;0230;Gathering of wild growing materials: eelgrass
1210;0230;Gathering of wild growing materials: lac and resins
1210;0230;Gathering of wild growing materials: mosses and lichens
1210;0230;Gathering of wild growing materials: vegetable hair
1210;0230;Reeds cutting, independent
1112;0230;Mushroom gathering in the wild
1112;0230;Olives gathering in the wild
1112;0230;Pumpkins gathering in the wild
1112;0230;Truffles gathering in the wild
1210;0230;Balsam needle gathering
1210;0230;Bamboo growing and cutting in the wild
1210;0230;Barks gathering
1210;0230;Bird nest gathering
1210;0230;Eucalyptus plant gathering in the forest
1210;0230;Forest product gathering
1210;0230;Ginseng gathering
1210;0230;Gums gathering
1210;0230;Herbs gathering
1210;0230;Hieracium seed collecting/gathering
1210;0230;Kauri gum digging
1210;0230;Leaf collecting/gathering
1210;0230;Medicinal plant collecting
1210;0230;Needles gathering (pine)
1210;0230;Pine cone collecting/gathering
1210;0230;Pine gum extracting and gathering in the forest
1210;0230;Reed collecting/gathering
1210;0230;Resin collecting/gathering
1210;0230;Roots gathering (in forest)
1210;0230;Sap collecting/gathering
1210;0230;Saps concentrating and distilling (own plants)
1210;0230;Sedge gathering (grass-like plant - triangular stems)
1210;0230;Spanish moss gathering (called vegetable horsehair)
1210;0230;Sphagnum moss collecting/gathering
1210;0230;Teaberry gathering (forest)
1210;0230;Uncultivated materials and seeds collecting/gathering
1210;0230;Wild flower and fruit collecting/gathering
1210;0230;Wild rubber gathering
1210;0230;Withy gathering (strong flexible twig)
1210;0240;Forestry service activities: forest fire fighting and protection
1210;0240;Forestry service activities: forest management consulting services
1210;0240;Forestry service activities: forest pest control
1210;0240;Forestry service activities: forestry inventories
1210;0240;Forestry service activities: timber evaluation
1210;0240;Logging service activities: transport of logs in the forest
1210;0240;Support services to forestry
1210;0240;Cane cutting services
1210;0240;Fire-fighting (in forest)
1210;0240;Forest fire fighting/protection services
1210;0240;Forest tree mensuration services
1210;0240;Forest tree pruning services
1210;0240;Forest tree thinning services
1210;0240;Forestry services
1210;0240;Pest control service, forestry
1210;0240;Reforestation services
1210;0240;Silvicultural services
1210;0240;Timber cruising
1210;0240;Timber evaluation
1210;0240;Timber plantation maintenance services
1210;0240;Timber tract maintenance services
1220;0240;Logs transportation, in association with logging mainly within the forest
1310;0311;Commercial fishing (marine)
1310;0311;Commercial rod fishing (marine)
1310;0311;Crab fishing (marine)
1310;0311;Crayfish fishing (marine)
1310;0311;Abalone fishing (marine)
1310;0311;Activities of vessels engaged both in fishing and in processing and preserving of fish
1310;0311;Algae gathering (marine)
1310;0311;Aquatic animals hunting (marine)
1310;0311;Aquatic invertebrates hunting (marine)
1310;0311;Beach seine fishing
1310;0311;Bottom single/pair trawling
1310;0311;Coastal fishing, commercial
1310;0311;Coral gathering (marine)
1310;0311;Crab, saltwater, fishing
1310;0311;Crayfish fishing and potting
1310;0311;Crayfish, saltwater, fishing
1310;0311;Crustaceans aboard the fishing boats processing
1310;0311;Crustaceans fishing (marine)
1310;0311;Cuttlefish fishing (marine)
1310;0311;Danish seine fishing (marine)
1310;0311;Drag net or drift net fishing (marine)
1310;0311;Dredging fishing (marine)
1310;0311;Echinoderms hunting (marine invertebrate)
